Number,Day,Minute,Path,Mother,Mother Genotype,Name,Sex,Offspring Genotype,Genogroup,Recording Number,Start Point (s),End Point (s),Start Point (time),End Point (time),Start Point (Hz),End Point (Hz),Duration (time),Duration (s),ISI_time,ISI,Syllable,Syllable number,Cat. Number,Classification date,Start Time,Time Course,# of Bursts,IBN,BurstDuration_t,BurstDuration,BurstInterval_t,BurstInterval,Unnamed: 33,Unnamed: 34
1853,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000182,0.73389,0.79446,,,86913.0418,40717.3897,0.06057000000000001,00:00:00.061000,0.15303,00:00:00.153000,Frequency Steps,8.0,2.0,2021-05-10,11:53:21,11:53:21.794,6.0,2.0,,,,,,
1854,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000182,0.94681,1.0064,,,81687.2893,73744.1455,0.05958999999999992,00:00:00.060000,0.15234999999999999,00:00:00.152000,Downward,5.0,1.0,2021-05-10,11:53:21,11:53:22.006,6.0,3.0,,,,,,
1855,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,0.51938,0.57355,,,81896.3194,78760.8679,0.05417000000000005,00:00:00.054000,,,Complex,3.0,1.0,2021-05-10,11:53:23,11:53:23.573,7.0,1.0,1.30522,,23:51:21.600000,00:00:00.994000,,
1856,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,0.72705,0.80115,,,80642.1388,74580.2659,0.07410000000000005,00:00:00.074000,0.15349999999999997,00:00:00.153000,Frequency Steps,8.0,2.0,2021-05-10,11:53:23,11:53:23.801,7.0,2.0,,,,,,
1857,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,0.90283,0.95904,,,86076.9214,55140.4666,0.05620999999999998,00:00:00.056000,0.10167999999999999,00:00:00.102000,Frequency Steps,8.0,2.0,2021-05-10,11:53:23,11:53:23.959,7.0,3.0,,,,,,
1858,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,1.0878,1.1113,,,77715.7174,78760.8679,0.023499999999999854,00:00:00.023000,0.1287600000000001,00:00:00.129000,Short,1.0,1.0,2021-05-10,11:53:23,11:53:24.111,7.0,4.0,,,,,,
1859,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,1.2501,1.3313,,,94647.1556,81478.2592,0.08119999999999994,00:00:00.081000,0.13880000000000003,00:00:00.139000,Frequency Steps,8.0,2.0,2021-05-10,11:53:23,11:53:24.331,7.0,5.0,,,,,,
1860,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,1.4236,1.497,,,96737.4566,91720.7342,0.07340000000000013,00:00:00.073000,0.09230000000000005,00:00:00.092000,Frequency Steps,8.0,2.0,2021-05-10,11:53:23,11:53:24.497,7.0,6.0,,,,,,
1861,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,1.6218,1.655,,,83359.5301,90257.5235,0.03320000000000012,00:00:00.033000,0.1247999999999998,00:00:00.125000,Short,1.0,1.0,2021-05-10,11:53:23,11:53:24.655,7.0,7.0,,,,,,
1862,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000183,1.7778,1.8246,,,80433.1087,90048.4934,0.04679999999999995,00:00:00.047000,0.12280000000000002,00:00:00.123000,Complex,3.0,1.0,2021-05-10,11:53:23,11:53:24.824,7.0,8.0,,,,,,
1863,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,0.49919,0.55694,,,82941.4699,56812.7074,0.05774999999999997,00:00:00.058000,,,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:25.556,7.0,9.0,6.6647099999999995,,04:13:26.400000,00:00:00.176000,,
1864,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,0.68436,0.75616,,,54722.4064,36536.7877,0.07180000000000009,00:00:00.072000,0.12741999999999998,00:00:00.127000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:25.756,7.0,10.0,,,,,,
1865,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,0.8571,0.93376,,,92556.8546,68100.3328,0.07666000000000006,00:00:00.077000,0.10093999999999992,00:00:00.101000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:25.933,7.0,11.0,,,,,,
1866,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.0474,1.1259,,,91511.7041,78551.8378,0.07849999999999979,00:00:00.078000,0.11364000000000007,00:00:00.114000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:26.125,7.0,12.0,,,,,,
1867,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.2465,1.3106,,,80015.0485,77297.6572,0.06410000000000005,00:00:00.064000,0.12060000000000004,00:00:00.121000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:26.310,7.0,13.0,,,,,,
1868,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.4677,1.5396,,,76461.5368,78133.7776,0.07190000000000007,00:00:00.072000,0.15710000000000002,00:00:00.157000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:26.539,7.0,14.0,,,,,,
1869,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.6476,1.7261,,,94856.1857,73744.1455,0.07850000000000001,00:00:00.078000,0.10799999999999987,00:00:00.108000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:26.726,7.0,15.0,,,,,,
1870,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.8244,1.9085,,,56185.6171,42180.6004,0.08410000000000006,00:00:00.084000,0.09830000000000005,00:00:00.098000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:26.908,7.0,16.0,,,,,,
1871,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,1.9961,2.074,,,89421.403,39881.2693,0.07789999999999986,00:00:00.078000,0.0875999999999999,00:00:00.088000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.074,7.0,17.0,,,,,,
1872,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,2.1675,2.2562,,,88794.3127,80433.1087,0.08870000000000022,00:00:00.089000,0.09350000000000014,00:00:00.094000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.256,7.0,18.0,,,,,,
1873,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,2.3453,2.4391,,,81687.2893,78760.8679,0.09379999999999988,00:00:00.094000,0.08909999999999973,00:00:00.089000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.439,7.0,19.0,,,,,,
1874,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,2.5377,2.6057,,,90466.5536,84613.7107,0.06800000000000006,00:00:00.068000,0.09860000000000024,00:00:00.099000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.605,7.0,20.0,,,,,,
1875,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,2.7184,2.7838,,,84613.7107,80433.1087,0.0653999999999999,00:00:00.065000,0.1126999999999998,00:00:00.113000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.783,7.0,21.0,,,,,,
1876,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,2.8921,2.9626,,,90257.5235,87749.1622,0.07050000000000001,00:00:00.070000,0.10830000000000028,00:00:00.108000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:27.962,7.0,22.0,,,,,,
1877,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,3.0674,3.1535,,,89003.3428,71026.7542,0.08610000000000007,00:00:00.086000,0.1048,00:00:00.105000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:28.153,7.0,23.0,,,,,,
1878,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,3.2495,3.3236,,,89212.3729,79387.9582,0.07410000000000005,00:00:00.074000,0.09599999999999964,00:00:00.096000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:28.323,7.0,24.0,,,,,,
1879,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,3.432,3.5043,,,83777.5903,77297.6572,0.07230000000000025,00:00:00.072000,0.10840000000000005,00:00:00.108000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:28.504,7.0,25.0,,,,,,
1880,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,3.6259,3.7005,,,77924.7475,74162.2057,0.07459999999999978,00:00:00.075000,0.12159999999999993,00:00:00.122000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:28.700,7.0,26.0,,,,,,
1881,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,3.8226,3.8826,,,73535.1154,81687.2893,0.06000000000000005,00:00:00.060000,0.1221000000000001,00:00:00.122000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:28.882,7.0,27.0,,,,,,
1882,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.0247,4.0669,,,76670.5669,84404.6806,0.04220000000000024,00:00:00.042000,0.14210000000000012,00:00:00.142000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:29.066,7.0,28.0,,,,,,
1883,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.2099,4.2697,,,72908.0251,75207.3562,0.059800000000000075,00:00:00.060000,0.1429999999999998,00:00:00.143000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:29.269,7.0,29.0,,,,,,
1884,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.4176,4.4933,,,75207.3562,78551.8378,0.07569999999999943,00:00:00.076000,0.14789999999999992,00:00:00.148000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:29.493,7.0,30.0,,,,,,
1885,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.6177,4.6813,,,86076.9214,42807.6907,0.0636000000000001,00:00:00.064000,0.12440000000000051,00:00:00.124000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:29.681,7.0,31.0,,,,,,
1886,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.7981,4.864,,,90257.5235,43434.781,0.06590000000000007,00:00:00.066000,0.11679999999999957,00:00:00.117000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:29.864,7.0,32.0,,,,,,
1887,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,4.983,5.0627,,,53050.1656,49914.7141,0.07970000000000077,00:00:00.080000,0.11899999999999977,00:00:00.119000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:30.062,7.0,33.0,,,,,,
1888,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,5.1598,5.2352,,,55558.5268,39881.2693,0.07540000000000013,00:00:00.075000,0.0970999999999993,00:00:00.097000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:30.235,7.0,34.0,,,,,,
1889,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,5.3404,5.4245,,,91929.7643,79806.0184,0.08410000000000029,00:00:00.084000,0.10519999999999996,00:00:00.105000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:30.424,7.0,35.0,,,,,,
1890,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,5.5385,5.6174,,,51168.8947,71653.8445,0.07889999999999997,00:00:00.079000,0.11399999999999988,00:00:00.114000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:30.617,7.0,36.0,,,,,,
1891,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,5.7262,5.8049,,,85867.8913,67473.2425,0.07869999999999955,00:00:00.079000,0.10880000000000045,00:00:00.109000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:30.804,7.0,37.0,,,,,,
1892,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,5.9245,6.0019,,,91093.6439,77297.6572,0.07739999999999991,00:00:00.077000,0.11960000000000015,00:00:00.120000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:31.001,7.0,38.0,,,,,,
1893,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,6.1121,6.1879,,,93183.9449,40717.3897,0.07580000000000009,00:00:00.076000,0.11019999999999985,00:00:00.110000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:31.187,7.0,39.0,,,,,,
1894,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,6.3233,6.3645,,,82105.3495,76043.4766,0.0411999999999999,00:00:00.041000,0.13539999999999974,00:00:00.135000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:31.364,7.0,40.0,,,,,,
1895,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,6.5239,6.5929,,,81269.2291,54722.4064,0.06899999999999995,00:00:00.069000,0.15940000000000065,00:00:00.159000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:31.592,7.0,41.0,,,,,,
1896,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,6.8964,6.9682,,,77715.7174,83777.5903,0.07180000000000053,00:00:00.072000,0.30349999999999966,00:00:00.303000,Complex,3.0,1.0,2021-05-10,11:53:25,11:53:31.968,7.0,42.0,,,,,,
1897,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000184,7.0875,7.1639,,,81687.2893,41971.5703,0.07639999999999958,00:00:00.076000,0.11929999999999996,00:00:00.119000,Frequency Steps,8.0,2.0,2021-05-10,11:53:25,11:53:32.163,7.0,43.0,,,,,,
1898,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,0.51573,0.56377,,,74580.2659,43434.781,0.04803999999999997,00:00:00.048000,,,Two-Syllable,7.0,2.0,2021-05-10,11:53:33,11:53:33.563,8.0,1.0,1.9241700000000002,,20:05:16.800000,00:00:00.837000,,
1899,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,0.72385,0.76934,,,78133.7776,82732.4398,0.04549000000000003,00:00:00.045000,0.16008,00:00:00.160000,Complex,3.0,1.0,2021-05-10,11:53:33,11:53:33.769,8.0,2.0,,,,,,
1900,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,0.92073,0.96033,,,81269.2291,77924.7475,0.03959999999999997,00:00:00.040000,0.15139000000000002,00:00:00.151000,Complex,3.0,1.0,2021-05-10,11:53:33,11:53:33.960,8.0,3.0,,,,,,
1901,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,1.3531,1.4361,,,79387.9582,50959.8646,0.08299999999999996,00:00:00.083000,0.39276999999999995,00:00:00.393000,Frequency Steps,8.0,2.0,2021-05-10,11:53:33,11:53:34.436,8.0,4.0,,,,,,
1902,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,1.5703,1.6587,,,83150.5,44897.9917,0.08840000000000003,00:00:00.088000,0.1342000000000001,00:00:00.134000,Frequency Steps,8.0,2.0,2021-05-10,11:53:33,11:53:34.658,8.0,5.0,,,,,,
1903,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,1.7876,1.865,,,86285.9515,71444.8144,0.07739999999999991,00:00:00.077000,0.12890000000000001,00:00:00.129000,Frequency Steps,8.0,2.0,2021-05-10,11:53:33,11:53:34.865,8.0,6.0,,,,,,
1904,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,1.9931,2.0365,,,80851.1689,80015.0485,0.043400000000000105,00:00:00.043000,0.1281000000000001,00:00:00.128000,Complex,3.0,1.0,2021-05-10,11:53:33,11:53:35.036,8.0,7.0,,,,,,
1905,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,2.2022,2.2492,,,81269.2291,83777.5903,0.04700000000000015,00:00:00.047000,0.16569999999999974,00:00:00.166000,Complex,3.0,1.0,2021-05-10,11:53:33,11:53:35.249,8.0,8.0,,,,,,
1906,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000185,2.4018,2.4399,,,86494.9816,91720.7342,0.03810000000000002,00:00:00.038000,0.15260000000000007,00:00:00.153000,Complex,3.0,1.0,2021-05-10,11:53:33,11:53:35.439,8.0,9.0,,,,,,
1907,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000186,0.52994,0.56725,,,74580.2659,82105.3495,0.037310000000000065,00:00:00.037000,,,Complex,3.0,1.0,2021-05-10,11:53:38,11:53:38.567,9.0,1.0,0.8620599999999999,,1900-01-02 13:27:50.400000,00:00:02.561000,,
1908,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000186,0.73565,0.76146,,,76461.5368,80224.0786,0.02581,00:00:00.026000,0.1684,00:00:00.168000,Short,1.0,1.0,2021-05-10,11:53:38,11:53:38.761,9.0,2.0,,,,,,
1909,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000186,0.9375,1.0052,,,81687.2893,72280.9348,0.0677000000000001,00:00:00.068000,0.17603999999999997,00:00:00.176000,Complex,3.0,1.0,2021-05-10,11:53:38,11:53:39.005,9.0,3.0,,,,,,
1910,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000186,1.3516,1.392,,,80851.1689,83777.5903,0.04039999999999999,00:00:00.040000,0.3463999999999998,00:00:00.346000,Flat,4.0,1.0,2021-05-10,11:53:38,11:53:39.392,9.0,4.0,,,,,,
1911,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000187,0.52372,0.52807,,,74371.2358,77297.6572,0.004350000000000076,00:00:00.004000,,,Short,1.0,1.0,2021-05-10,11:53:41,11:53:41.528,10.0,1.0,0.21411000000000002,,1900-01-01 14:35:31.200000,00:00:01.608000,,
1912,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000187,0.71917,0.73783,,,76670.5669,77297.6572,0.01866000000000001,00:00:00.019000,0.19109999999999994,00:00:00.191000,Short,1.0,1.0,2021-05-10,11:53:41,11:53:41.737,10.0,2.0,,,,,,
1913,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000188,0.51299,0.52756,,,73744.1455,72908.0251,0.014570000000000083,00:00:00.015000,,,Short,1.0,1.0,2021-05-10,11:53:45,11:53:45.527,11.0,1.0,0.8456100000000001,,1900-01-03 06:18:43.200000,00:00:03.263000,,
1914,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000188,0.91691,0.94221,,,72071.9047,73744.1455,0.02529999999999999,00:00:00.025000,0.38935,00:00:00.389000,Short,1.0,1.0,2021-05-10,11:53:45,11:53:45.942,11.0,2.0,,,,,,
1915,8.0,8.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2015\08016N_WT\08098I_WT_F\day_8\session1\8-10 min,08016N,WT,08098I,F,WT,1.0,T0000188,1.1347,1.1569,,,41344.48,38627.0887,0.022199999999999998,00:00:00.022000,0.19249000000000005,00:00:00.192000,Composite,9.0,3.0,2021-05-10,11:53:45,11:53:46.156,11.0,3.0,,,,,,
